date,kospi,nasdaq,euro_stoxx,ftse,nikkei,korea_bond_03,korea_bond_10,america_bond_03,america_bond_10,gold,brazil,taiwan,india
2018-07-09,2285.8,7756.2,3460.44,7687.99,22052.18,110390.0,64880.0,83.22,102.35,1257.76,74936.0,10720.2802734375,35934.71875
2018-07-10,2294.16,7759.2,3473.31,7692.04,22196.89,110385.0,64940.0,83.21,102.27,1255.65,74862.0,10756.8896484375,36239.62109375
2018-07-11,2280.62,7716.61,3422.35,7591.96,21932.21,110545.0,65095.0,83.24,102.48,1242.16,74399.0,10676.83984375,36265.9296875
2018-07-12,2285.06,7823.92,3445.49,7651.33,22187.96,110510.0,65025.0,83.23,102.44,1247.14,75856.0,10738.3798828125,36548.41015625
2018-07-13,2310.9,7825.98,3454.54,7661.87,22597.35,110485.0,64950.0,83.25,102.61,1241.52,76594.0,10864.5400390625,36541.62890625
2018-07-16,2301.99,7805.72,3449.08,7600.45,22647.355,110515.0,64925.0,83.23,102.44,1240.82,76653.0,10817.4501953125,36323.76953125
2018-07-17,2297.92,7855.12,3457.5,7626.33,22697.36,110445.0,64995.0,83.22,102.38,1227.51,78130.0,10778.990234375,36519.9609375
2018-07-18,2290.11,7854.44,3485.08,7676.28,22794.19,110510.0,65050.0,83.21,102.3,1227.18,77363.0,10842.4599609375,36373.44140625
2018-07-19,2282.29,7825.3,3471.64,7683.97,22764.68,110530.0,65020.0,83.25,102.58,1222.8,77487.0,10835.3798828125,36351.23046875
2018-07-20,2289.19,7820.2,3460.03,7678.79,22697.88,110580.0,65110.0,83.25,102.22,1231.76,78571.0,10932.1103515625,36496.37109375
2018-07-23,2269.31,7841.87,3454.05,7655.79,22396.99,110595.0,65045.0,83.2,101.72,1224.54,77996.0,10946.8896484375,36718.6015625
2018-07-24,2280.2,7840.77,3483.31,7709.05,22510.48,110460.0,64875.0,83.21,101.79,1224.55,79155.0,10995.3896484375,36825.1015625
2018-07-25,2273.03,7932.24,3468.45,7658.26,22614.25,110560.0,65015.0,83.18,101.72,1231.61,80218.0,10965.7900390625,36858.23046875
2018-07-26,2289.06,7852.19,3509.26,7663.17,22586.87,110615.0,64975.0,83.18,101.61,1222.67,79405.0,11010.6103515625,36984.640625
2018-07-27,2294.99,7737.42,3527.18,7701.31,22712.75,110470.0,64965.0,83.19,101.77,1223.38,79866.0,11075.7802734375,37336.8515625
2018-07-30,2293.51,7630.0,3512.31,7700.85,22544.84,110470.0,64855.0,83.19,101.64,1221.8,80276.0,11033.5400390625,37494.3984375
2018-07-31,2295.26,7671.79,3525.49,7748.76,22553.72,110525.0,64975.0,83.19,101.78,1223.83,79220.0,11057.509765625,37606.578125
2018-08-01,2307.07,7707.29,3509.23,7652.91,22746.7,110475.0,64760.0,83.06,101.34,1216.05,79302.0,11098.1298828125,37521.62109375
2018-08-02,2270.2,7802.69,3469.21,7575.93,22512.53,110545.0,64880.0,83.11,101.46,1207.96,79637.0,10929.76953125,37165.16015625
2018-08-03,2287.68,7812.02,3482.4,7659.1,22525.18,110510.0,64805.0,83.12,101.72,1213.43,81435.0,11012.4296875,37556.16015625
2018-08-06,2286.5,7859.68,3483.3,7663.78,22507.32,110555.0,64910.0,83.14,101.77,1206.94,81051.0,11024.099609375,37691.890625
2018-08-07,2300.16,7883.66,3504.37,7718.48,22662.74,110660.0,65010.0,83.11,101.56,1211.02,80347.0,10983.4404296875,37665.80078125
2018-08-08,2301.45,7888.33,3493.6,7776.65,22644.31,110665.0,64940.0,83.12,101.65,1213.61,79152.0,11075.25,37887.55859375
2018-08-09,2303.71,7891.78,3494.13,7741.77,22598.39,110765.0,65170.0,83.17,101.93,1212.35,78768.0,11028.0703125,38024.37109375
2018-08-10,2282.79,7839.11,3426.28,7667.01,22298.08,110795.0,65290.0,83.25,102.37,1211.3,76514.0,10983.6796875,37869.23046875
2018-08-13,2248.45,7819.71,3409.68,7642.45,21857.43,110830.0,65310.0,83.23,102.34,1193.64,77496.0,10748.919921875,37644.8984375
2018-08-14,2258.91,7870.89,3409.44,7611.64,22356.08,110805.0,65330.0,83.23,102.24,1194.03,78602.0,10824.23046875,37852.0
2018-08-16,2240.8,7806.52,3377.56,7556.38,22192.04,110855.0,65405.0,83.25,102.46,1174.16,76819.0,10683.900390625,37663.55859375
2018-08-17,2247.05,7816.33,3372.94,7558.59,22270.38,110930.0,65605.0,83.28,102.5,1184.77,76029.0,10690.9599609375,37947.87890625
2018-08-20,2247.88,7821.01,3393.67,7591.26,22199.0,111055.0,65710.0,83.33,102.82,1190.53,76328.0,10699.0498046875,38278.75
2018-08-21,2270.06,7859.17,3411.66,7565.7,22219.73,111285.0,65960.0,83.31,102.68,1196.12,75180.0,10792.2001953125,38285.75
2018-08-22,2273.33,7889.1,3420.18,7574.24,22362.55,111205.0,65935.0,83.33,102.87,1195.51,76902.0,10804.2001953125,38311.255859375
2018-08-23,2282.6,7878.46,3419.26,7563.22,22410.82,111170.0,65835.0,83.32,102.86,1185.31,75634.0,10863.1298828125,38336.76171875
2018-08-24,2293.21,7945.98,3427.44,7577.49,22601.77,111170.0,65895.0,83.33,102.89,1205.97,76262.0,10809.349609375,38251.80078125
2018-08-27,2299.3,8017.9,3456.01,7597.355,22799.64,111150.0,66015.0,83.3,102.66,1211.35,77930.0,10902.2099609375,38694.109375
2018-08-28,2303.12,8030.04,3447.57,7617.22,22813.47,111215.0,66120.0,83.27,102.43,1201.26,77473.0,10989.5498046875,38896.62890625
2018-08-29,2309.03,8109.69,3456.13,7563.21,22848.22,111255.0,66115.0,83.26,102.4,1206.66,78389.0,11099.5703125,38722.9296875
2018-08-30,2307.35,8088.36,3430.99,7516.03,22869.5,111210.0,66060.0,83.32,102.59,1199.88,76404.0,11093.75,38690.1015625
2018-08-31,2322.88,8109.54,3392.9,7432.42,22865.15,111380.0,66330.0,83.34,102.61,1201.09,76678.0,11063.9404296875,38645.0703125
2018-09-03,2307.03,8100.395,3394.99,7504.6,22707.38,111415.0,66470.0,83.265,102.39,1201.15,76193.0,10964.2197265625,38312.51953125
2018-09-04,2315.72,8091.25,3359.36,7457.86,22696.9,111420.0,66470.0,83.19,102.17,1191.35,74712.0,11021.3798828125,38157.921875
2018-09-05,2291.77,7995.17,3315.62,7383.28,22580.83,111455.0,66440.0,83.19,102.16,1196.75,75092.0,10995.1298828125,38018.30859375
2018-09-06,2287.61,7922.73,3295.95,7318.96,22487.94,111120.0,66835.0,83.22,102.37,1200.14,76416.0,10924.2998046875,38242.80859375
2018-09-07,2281.58,7902.54,3293.36,7277.7,22307.06,111070.0,66625.0,83.13,101.91,1195.86,76426.0,10846.990234375,38389.8203125
2018-09-10,2288.66,7924.16,3309.28,7279.3,22373.09,111080.0,66620.0,83.14,101.97,1195.88,76436.0,10725.7998046875,37922.171875
2018-09-11,2283.2,7972.47,3311.66,7273.54,22664.69,111060.0,66670.0,83.09,101.6,1198.29,74657.0,10752.2998046875,37413.12890625
2018-09-12,2282.92,7954.23,3326.6,7313.36,22604.61,111140.0,66695.0,83.09,101.72,1206.19,75125.0,10722.5703125,37717.9609375
2018-09-13,2286.23,8013.71,3333.68,7281.57,22821.32,111095.0,66630.0,83.1,101.71,1201.44,74687.0,10727.23046875,37904.30078125
2018-09-14,2318.25,8010.04,3344.63,7304.04,23094.67,110985.0,66445.0,83.07,101.52,1193.71,75429.0,10868.1396484375,38090.640625
2018-09-17,2303.01,7895.79,3346.11,7302.1,23257.605,110970.0,66370.0,83.05,101.54,1200.93,76789.0,10828.6103515625,37585.51171875
2018-09-18,2308.98,7956.11,3358.46,7300.23,23420.54,110890.0,66355.0,83.04,101.12,1198.35,78314.0,10760.2099609375,37290.671875
2018-09-19,2308.46,7950.04,3368.56,7331.12,23672.52,110805.0,66130.0,83.02,100.94,1203.99,78169.0,10857.26953125,37121.21875
2018-09-20,2323.45,8028.23,3403.12,7367.32,23674.93,110720.0,65795.0,83.05,100.96,1207.58,78116.0,10831.41015625,36981.41015625
2018-09-21,2339.17,7986.95,3430.81,7490.23,23869.93,110730.0,65795.0,83.03,101.0,1199.55,79444.0,10972.41015625,36841.6015625
2018-09-27,2355.43,8041.97,3449.79,7545.44,23796.74,110815.0,65995.0,83.05,101.12,1182.8,80000.0,11034.1904296875,36324.171875
2018-09-28,2343.07,8046.35,3399.2,7510.2,24120.04,110880.0,66105.0,83.09,101.17,1192.09,79342.0,11006.33984375,36227.140625
2018-10-01,2338.88,8037.3,3414.16,7495.67,24245.76,110845.0,66050.0,82.93,100.71,1188.47,78624.0,11051.7998046875,36526.140625
2018-10-02,2309.57,7999.55,3388.99,7474.55,24270.62,110875.0,66155.0,82.96,100.97,1203.1,81612.0,10919.6298828125,35847.650390625
2018-10-04,2274.49,7879.51,3375.08,7418.34,23975.62,110710.0,65715.0,82.9,99.96,1199.66,82953.0,10718.91015625,35169.16015625
2018-10-05,2267.52,7788.45,3345.51,7318.54,23783.72,110670.0,65670.0,82.89,99.72,1202.86,82322.0,10517.1201171875,34376.98828125
2018-10-08,2253.83,7735.95,3309.72,7233.33,23644.88,110570.0,65710.0,82.87,99.76,1188.01,86084.0,10455.9296875,34474.37890625
2018-10-10,2228.61,7422.05,3266.9,7145.74,23506.04,110730.0,65930.0,82.92,100.0,1194.78,83679.0,10131.02001953125,34760.890625
2018-10-11,2129.67,7329.06,3209.19,7006.93,22590.86,110875.0,66150.0,82.95,100.41,1224.33,82921.0,9806.1103515625,34001.1484375
2018-10-12,2161.85,7496.89,3194.41,6995.91,22694.66,110800.0,66000.0,82.95,100.29,1217.93,83140.5,10045.8095703125,34733.578125
2018-10-15,2145.12,7430.74,3210.37,7029.22,22271.3,110820.0,66080.0,82.98,100.35,1226.93,83360.0,9901.1201171875,34865.1015625
2018-10-16,2145.12,7645.49,3257.34,7059.4,22549.24,110850.0,66150.0,82.95,100.34,1224.43,85718.0,9981.099609375,35162.48046875
2018-10-17,2167.51,7642.7,3243.08,7054.6,22841.12,110925.0,66345.0,82.94,100.05,1222.68,85764.0,9979.1396484375,34779.578125
2018-10-18,2148.31,7485.14,3211.59,7026.99,22658.16,111075.0,66570.0,83.0,100.23,1225.75,83847.0,9953.73046875,34547.603515625
2018-10-19,2156.26,7449.03,3210.82,7049.8,22532.08,111085.0,66445.0,82.95,100.11,1226.32,84220.0,9919.259765625,34315.62890625
2018-10-22,2161.71,7468.63,3190.09,7042.8,22614.82,111035.0,66340.0,82.93,100.13,1222.17,85597.0,9974.2802734375,34134.37890625
2018-10-23,2106.1,7437.54,3140.94,6955.21,22010.78,111105.0,66475.0,82.98,100.39,1230.49,85300.0,9775.2001953125,33847.23046875
2018-10-24,2097.58,7108.4,3130.33,6962.98,22091.18,111020.0,66535.0,83.11,100.93,1234.22,83064.0,9759.400390625,34033.9609375
2018-10-25,2063.3,7318.34,3164.4,7004.1,21268.73,111195.0,66755.0,83.08,100.69,1232.23,84084.0,9520.7900390625,33690.08984375
2018-10-26,2027.15,7167.21,3134.89,6939.56,21184.6,111255.0,67020.0,83.13,101.14,1233.59,85720.0,9489.1796875,33349.30859375
2018-10-29,1996.05,7050.29,3154.93,7026.32,21149.8,111430.0,67200.0,83.16,101.13,1229.74,83797.0,9516.3203125,34067.3984375
2018-10-30,2014.69,7161.65,3147.13,7035.85,21457.29,111350.0,67140.0,83.12,100.91,1223.44,86886.0,9526.1103515625,33891.12890625
2018-10-31,2029.69,7305.9,3197.51,7128.1,21920.46,111330.0,66930.0,83.08,100.66,1214.54,87424.0,9802.1298828125,34442.05078125
2018-11-01,2024.46,7434.06,3204.21,7114.66,21687.65,111315.0,66850.0,82.98,100.53,1233.24,88419.0,9844.740234375,34431.96875
2018-11-02,2096.0,7356.99,3214.41,7094.12,22243.66,111210.0,66740.0,82.88,99.97,1232.89,89008.5,9906.58984375,35011.6484375
2018-11-05,2076.92,7328.85,3217.37,7103.84,21898.99,111210.0,66770.0,82.91,100.03,1231.3,89598.0,9889.8095703125,34950.921875
2018-11-06,2089.62,7375.96,3207.42,7040.68,22147.75,111235.0,66745.0,82.89,99.92,1226.8,88669.0,9824.9501953125,34991.91015625
2018-11-07,2078.69,7570.75,3246.16,7117.28,22085.8,111285.0,66575.0,82.86,99.92,1226.11,87714.0,9908.349609375,35237.6796875
2018-11-08,2092.63,7530.89,3237.6,7140.68,22486.92,111260.0,66825.0,82.85,99.78,1223.54,85620.0,9945.3095703125,35198.115234375
2018-11-09,2086.09,7406.9,3229.49,7105.34,22250.25,111350.0,67005.0,82.89,100.17,1209.6,85641.0,9830.009765625,35158.55078125
2018-11-12,2080.44,7200.87,3194.08,7053.08,22269.88,111390.0,67125.0,82.95,100.47,1200.65,85525.0,9831.2099609375,34812.98828125
2018-11-13,2071.23,7200.88,3224.82,7053.76,21810.52,111380.0,67110.0,82.96,100.55,1202.35,84914.0,9775.83984375,35144.48828125
2018-11-14,2068.05,7136.39,3205.36,7033.79,21846.48,111460.0,67270.0,83.02,100.76,1210.91,85973.0,9791.8798828125,35141.98828125
2018-11-15,2088.06,7259.03,3190.31,7038.01,21803.62,111395.0,67080.0,83.06,100.83,1213.0,87244.0,9826.4599609375,35260.5390625
2018-11-16,2092.4,7247.87,3180.74,7013.88,21680.34,111395.0,67060.0,83.12,101.14,1221.47,88515.0,9797.08984375,35457.16015625
2018-11-19,2100.56,7028.48,3160.33,7000.89,21821.16,111440.0,67250.0,83.19,101.29,1224.05,87901.0,9828.6904296875,35774.87890625
2018-11-20,2082.58,6908.82,3116.07,6947.92,21583.12,111460.0,67225.0,83.17,101.27,1221.55,87585.0,9743.990234375,35474.51171875
2018-11-21,2076.55,6972.25,3153.91,7050.23,21507.54,111445.0,67185.0,83.17,101.25,1226.02,87269.0,9741.51953125,35199.80078125
2018-11-22,2069.95,6955.615,3126.67,6960.32,21646.55,111465.0,67215.0,83.16,101.28,1227.45,87477.0,9714.7099609375,34981.01953125
2018-11-23,2057.48,6938.98,3137.21,6952.86,21729.275,111555.0,67430.0,83.15,101.31,1223.19,86230.0,9667.2998046875,35167.548828125
2018-11-26,2083.02,7081.85,3172.71,7036.0,21812.0,111550.0,67430.0,83.16,101.23,1222.37,85547.0,9765.3603515625,35354.078125
2018-11-27,2099.42,7082.7,3166.42,7016.85,21952.4,111605.0,67535.0,83.17,101.33,1214.69,87891.0,9778.6201171875,35513.140625
2018-11-28,2108.22,7291.59,3168.29,7004.52,22177.02,111575.0,67520.0,83.2,101.32,1221.11,89251.0,9884.3095703125,35716.94921875
2018-11-29,2114.1,7273.08,3174.16,7038.95,22262.6,111685.0,67765.0,83.22,101.58,1223.99,89710.0,9885.3603515625,36170.41015625
2018-11-30,2096.86,7330.54,3173.13,6980.24,22351.06,111695.0,67880.0,83.25,101.78,1221.97,89504.0,9888.0302734375,36194.30078125
2018-12-03,2131.93,7441.51,3214.99,7062.41,22574.76,111615.0,67650.0,83.04,101.79,1231.08,89820.0,10137.8701171875,36241.0
2018-12-04,2114.35,7158.43,3189.25,7022.76,22036.05,111630.0,67830.0,83.1,102.26,1238.55,88624.0,10083.5400390625,36134.30859375
2018-12-05,2101.31,7173.345,3150.27,6921.84,21919.33,111710.0,68075.0,83.14,102.39,1237.56,89040.0,9916.740234375,35884.41015625
2018-12-06,2068.69,7188.26,3045.94,6704.05,21501.62,111250.0,68510.0,83.18,102.52,1237.99,88846.0,9684.7197265625,35312.12890625
2018-12-07,2075.76,6969.25,3058.53,6778.11,21678.68,111290.0,68470.0,83.27,102.82,1248.1,88115.0,9760.8798828125,35673.25
2018-12-10,2053.79,7020.52,3016.99,6721.54,21219.5,111260.0,68445.0,83.27,102.88,1244.59,85915.0,9647.5400390625,34959.71875
2018-12-11,2052.97,7031.83,3055.32,6806.94,21148.02,111340.0,68435.0,83.19,102.62,1242.94,86420.0,9707.0400390625,35150.01171875
2018-12-12,2082.57,7098.31,3107.97,6880.19,21602.75,111305.0,68295.0,83.18,102.34,1245.8,86977.0,9816.4501953125,35779.0703125
2018-12-13,2095.55,7070.33,3112.17,6877.5,21816.19,111290.0,68220.0,83.26,102.4,1242.46,87838.0,9858.759765625,35929.640625
2018-12-14,2069.38,6910.66,3092.6,6845.17,21374.83,111315.0,68290.0,83.31,102.56,1238.21,87450.0,9774.16015625,35962.9296875
2018-12-17,2071.09,6753.73,3063.65,6773.24,21506.88,111340.0,68315.0,83.39,102.86,1245.91,86400.0,9787.5302734375,36270.0703125
2018-12-18,2062.11,6783.91,3040.13,6701.59,21115.45,111365.0,68435.0,83.32,102.9,1249.38,86610.0,9718.8203125,36347.078125
2018-12-19,2078.84,6636.83,3051.38,6765.94,20987.92,111450.0,68695.0,83.34,103.26,1243.39,85674.0,9783.2099609375,36484.328125
2018-12-20,2060.12,6528.41,3000.06,6711.93,20392.58,111440.0,68705.0,83.33,103.13,1260.14,85269.0,9674.51953125,36431.671875
2018-12-21,2061.49,6332.99,3000.61,6721.17,20166.19,111300.0,68495.0,83.39,103.22,1256.01,85697.0,9676.669921875,35742.0703125
2018-12-24,2055.01,6192.92,2973.78,6685.99,19746.625,111285.0,68390.0,83.46,103.48,1269.13,85416.5,9639.7001953125,35470.1484375
2018-12-26,2028.01,6554.35,2955.57,6635.335,19327.06,111355.0,68620.0,83.38,102.99,1266.98,85136.0,9478.990234375,35649.94140625
2018-12-27,2028.44,6579.49,2937.36,6584.68,20077.62,111400.0,68665.0,83.47,103.25,1275.22,85460.0,9641.5595703125,35807.28125
2018-12-28,2041.04,6584.52,2986.53,6733.97,20014.77,111385.0,68630.0,83.59,103.81,1280.75,87887.0,9727.41015625,36076.71875
2019-01-02,2010.0,6665.94,2993.18,6734.23,19863.833333333332,111450.0,68645.0,83.63,104.42,1284.77,91012.0,9554.1396484375,35891.51953125
2019-01-03,1993.7,6463.5,2954.66,6692.66,19712.896666666667,111530.0,68630.0,83.8,105.25,1293.99,91564.0,9492.419921875,35513.7109375
2019-01-04,2010.25,6738.86,3041.85,6837.42,19561.96,111495.0,68450.0,83.62,104.4,1284.92,91841.0,9382.509765625,35695.1015625
2019-01-07,2037.1,6823.47,3033.64,6810.88,20038.97,111495.0,68475.0,83.56,104.11,1288.67,91699.0,9590.2998046875,35850.16015625
2019-01-08,2025.27,6897.0,3054.94,6861.6,20204.04,111480.0,68420.0,83.51,103.85,1285.35,92032.0,9563.599609375,35980.9296875
2019-01-09,2064.71,6957.08,3070.24,6906.63,20427.06,111445.0,68280.0,83.55,103.91,1293.13,93613.0,9738.3095703125,36212.91015625
2019-01-10,2063.28,6986.07,3075.73,6942.87,20163.8,111505.0,68460.0,83.56,103.86,1286.38,93806.0,9720.6904296875,36106.5
2019-01-11,2075.57,6971.48,3070.04,6918.18,20359.7,111520.0,68370.0,83.61,104.17,1288.0,93658.0,9759.400390625,36009.83984375
2019-01-14,2064.52,6905.91,3055.18,6855.02,20457.495000000003,111530.0,68525.0,83.61,104.11,1291.73,94474.0,9708.2197265625,35853.55859375
2019-01-15,2097.18,7023.83,3068.05,6895.02,20555.29,111570.0,68585.0,83.64,104.01,1289.31,94056.0,9806.0400390625,36318.328125
2019-01-16,2106.1,7034.69,3077.22,6862.68,20442.75,111540.0,68520.0,83.62,103.95,1293.52,94393.0,9763.8095703125,36321.2890625
2019-01-17,2107.06,7084.46,3069.35,6834.92,20402.27,111560.0,68560.0,83.61,103.76,1291.9,95351.0,9789.150390625,36374.078125
2019-01-18,2124.28,7157.23,3134.92,6968.33,20666.07,111460.0,68375.0,83.54,103.43,1281.49,96097.0,9836.0595703125,36386.609375
2019-01-21,2124.61,7088.795,3125.07,6970.59,20719.33,111495.0,68255.0,83.575,103.61000000000001,1280.28,96010.0,9889.400390625,36578.9609375
2019-01-22,2117.77,7020.36,3112.8,6901.39,20622.91,111555.0,68415.0,83.61,103.79,1285.04,95103.0,9894.66015625,36444.640625
2019-01-23,2127.78,7025.77,3112.13,6842.88,20593.72,111580.0,68505.0,83.59,103.74,1282.39,96558.0,9846.400390625,36108.46875
2019-01-24,2145.03,7073.46,3126.31,6818.95,20574.63,111575.0,68435.0,83.66,104.07,1280.94,97677.0,9877.1201171875,36195.1015625
2019-01-25,2177.73,7164.86,3163.24,6809.22,20773.56,111555.0,68370.0,83.6,103.83,1303.22,96560.5,9969.6103515625,36025.5390625
2019-01-28,2177.3,7085.69,3137.27,6747.1,20649.0,111550.0,68300.0,83.61,103.86,1303.53,95444.0,10013.330078125,35656.69921875
2019-01-29,2183.36,7028.29,3153.42,6833.93,20664.64,111530.0,68200.0,83.65,104.16,1311.93,95639.0,9931.58984375,35592.5
2019-01-30,2206.2,7183.08,3161.74,6941.63,20556.54,111490.0,68075.0,83.76,104.4,1319.91,96996.0,9932.259765625,35591.25
2019-01-31,2204.85,7281.74,3159.43,6968.85,20773.49,111595.0,68365.0,83.83,104.88,1320.94,97394.0,9946.6578125,36256.69140625
2019-02-01,2203.46,7263.87,3171.12,7020.22,20788.39,111625.0,68490.0,83.58,104.1,1318.0,97861.0,9961.055859375,36469.4296875
2019-02-07,2203.42,7288.35,3150.76,7093.58,20751.28,111635.0,68445.0,83.68,104.47,1310.09,94406.0,9975.45390625,36971.08984375
2019-02-08,2177.05,7298.2,3135.62,7071.18,20333.17,111705.0,68610.0,83.71,104.61,1314.07,95343.0,9989.851953125,36546.48046875
2019-02-11,2180.73,7307.9,3165.61,7129.11,20598.69,111715.0,68760.0,83.68,104.45,1308.33,94413.0,10004.25,36395.03125
2019-02-12,2190.47,7414.62,3190.75,7133.14,20864.21,111700.0,68550.0,83.67,104.31,1310.89,96168.0,10097.740234375,36153.62109375
2019-02-13,2201.48,7420.38,3202.37,7190.84,21144.48,111680.0,68550.0,83.61,104.05,1306.19,95842.0,10090.580078125,36014.919921875
2019-02-14,2225.85,7426.95,3182.66,7197.01,21139.71,111680.0,68525.0,83.72,104.54,1312.55,98015.0,10089.009765625,35876.21875
2019-02-15,2196.09,7472.41,3241.25,7236.68,20900.63,111760.0,68675.0,83.68,104.44,1321.41,97526.0,10064.7802734375,35808.94921875
2019-02-18,2210.89,7479.59,3244.79,7219.47,21281.85,111700.0,68500.0,83.71000000000001,104.53,1326.9,96510.0,10145.2802734375,35498.44140625
2019-02-19,2205.63,7486.77,3239.41,7179.17,21302.65,111650.0,68505.0,83.74,104.62,1341.16,97659.0,10152.259765625,35352.609375
2019-02-20,2229.76,7489.07,3259.49,7228.62,21431.49,111695.0,68525.0,83.72,104.6,1338.49,96545.0,10272.4599609375,35756.26171875
2019-02-21,2228.66,7459.71,3263.7,7167.39,21464.23,111680.0,68425.0,83.7,104.29,1323.49,96932.0,10319.5302734375,35898.3515625
2019-02-22,2230.5,7527.55,3270.55,7178.6,21425.51,111675.0,68430.0,83.76,104.6,1327.8,97886.0,10322.919921875,35871.48046875
2019-02-25,2232.56,7554.46,3280.01,7183.74,21528.23,111675.0,68415.0,83.75,104.44,1327.12,97240.0,10390.9296875,36213.37890625
2019-02-26,2226.6,7549.3,3289.32,7151.12,21449.39,111680.0,68430.0,83.79,104.75,1328.96,97603.0,10391.5498046875,35973.7109375
2019-02-27,2234.79,7554.51,3282.77,7107.2,21556.51,111700.0,68540.0,83.77,104.38,1319.88,97307.0,10389.169921875,35905.4296875
2019-02-28,2195.44,7532.53,3298.26,7074.73,21385.16,111735.0,68550.0,83.75,104.11,1313.05,95584.0,10369.52490234375,35867.44140625
2019-03-04,2190.66,7577.57,3317.12,7134.39,21822.04,111635.0,68310.0,83.56,103.89,1286.66,95128.33333333333,10349.8798828125,36154.990234375
2019-03-05,2179.23,7576.36,3327.19,7183.43,21726.28,111665.0,68335.0,83.57,103.95,1287.43,94672.66666666667,10305.259765625,36442.5390625
2019-03-06,2175.6,7505.92,3324.67,7196.0,21596.81,111675.0,68380.0,83.63,104.24,1286.76,94217.0,10357.150390625,36636.1015625
2019-03-07,2165.79,7421.46,3308.85,7157.55,21456.01,111330.0,68505.0,83.7,104.59,1285.74,94340.0,10311.6796875,36725.421875
2019-03-08,2137.44,7408.14,3283.6,7104.31,21025.56,111405.0,68695.0,83.73,104.74,1298.39,95365.0,10241.75,36671.4296875
2019-03-11,2138.1,7558.06,3304.44,7130.62,21125.09,111435.0,68630.0,83.71,104.66,1294.25,98027.0,10250.2802734375,37054.1015625
2019-03-12,2157.18,7591.03,3303.95,7151.15,21503.69,111415.0,68605.0,83.74,104.95,1302.01,97828.0,10343.330078125,37535.66015625
2019-03-13,2148.41,7643.4,3323.45,7159.19,21290.24,111475.0,68740.0,83.75,104.91,1309.28,98904.0,10373.3203125,37752.171875
2019-03-14,2155.68,7630.91,3342.03,7185.43,21287.02,111465.0,68615.0,83.77,104.76,1296.28,98605.0,10348.650390625,37754.890625
2019-03-15,2176.11,7688.53,3386.08,7228.28,21450.85,111450.0,68590.0,83.8,105.09,1301.38,99137.0,10439.240234375,38024.3203125
2019-03-18,2179.49,7714.48,3387.94,7299.19,21584.5,111435.0,68520.0,83.78,104.95,1303.7,99994.0,10512.7001953125,38095.0703125
2019-03-19,2177.62,7723.95,3409.0,7324.0,21566.85,111440.0,68615.0,83.77,104.88,1306.55,99588.0,10512.3203125,38363.46875
2019-03-20,2177.1,7728.97,3372.38,7291.01,21608.92,111440.0,68615.0,83.89,105.61,1312.48,98041.0,10551.5595703125,38386.75
2019-03-21,2184.88,7838.96,3367.4,7355.31,21618.129999999997,111525.0,68910.0,83.89,105.56,1309.45,96729.0,10609.5498046875,38275.6796875
2019-03-22,2186.95,7642.67,3305.73,7207.59,21627.34,111465.0,68865.0,84.03,106.34,1313.38,93735.0,10639.0703125,38164.609375
2019-03-25,2144.86,7637.54,3300.48,7177.58,20977.11,111660.0,69180.0,84.12,106.61,1321.9,93662.0,10479.48046875,37808.91015625
2019-03-26,2148.8,7691.52,3319.53,7196.29,21428.39,111670.0,69070.0,84.11,106.52,1315.51,95307.0,10559.2001953125,38233.41015625
2019-03-27,2145.62,7643.38,3322.04,7194.19,21378.73,111800.0,69350.0,84.18,106.83,1309.87,91903.0,10542.7001953125,38132.87890625
2019-03-28,2128.1,7669.17,3320.29,7234.33,21033.76,111945.0,69530.0,84.17,106.84,1290.55,94389.0,10536.259765625,38545.71875
2019-03-29,2140.67,7729.32,3351.71,7279.19,21205.81,111965.0,69525.0,84.12,106.67,1292.15,95415.0,10641.0400390625,38708.794921875
2019-04-01,2168.28,7828.91,3385.38,7317.38,21509.03,111840.0,69320.0,83.87,105.72,1287.66,96054.0,10642.6298828125,38871.87109375
2019-04-02,2177.18,7848.69,3395.7,7391.12,21505.31,111890.0,69400.0,83.91,105.9,1293.15,95387.0,10690.2998046875,39056.6484375
2019-04-03,2203.27,7895.55,3435.56,7418.28,21713.21,111850.0,69210.0,83.87,105.57,1289.9,94491.0,10704.3798828125,38877.12109375
2019-04-04,2206.53,7891.78,3441.93,7401.94,21724.95,111845.0,69280.0,83.89,105.68,1292.38,96313.0,10736.443359375,38684.71875
2019-04-05,2209.61,7938.69,3447.47,7446.87,21807.5,111810.0,69155.0,83.88,105.73,1291.7,97108.0,10768.5068359375,38862.23046875
2019-04-08,2210.6,7953.88,3438.06,7451.89,21761.65,111870.0,69330.0,83.86,105.56,1297.41,97369.0,10800.5703125,38700.53125
2019-04-09,2213.56,7909.28,3417.22,7425.57,21802.59,111850.0,69275.0,83.87,105.75,1304.13,96292.0,10851.599609375,38939.21875
2019-04-10,2224.39,7964.24,3424.65,7421.91,21687.57,111855.0,69325.0,83.94,106.0,1308.05,95953.0,10868.1396484375,38585.3515625
2019-04-11,2224.44,7947.36,3435.34,7417.95,21711.38,111880.0,69345.0,83.89,105.76,1292.6,94755.0,10808.76953125,38607.01171875
2019-04-12,2233.45,7984.16,3447.83,7437.06,21870.56,111850.0,69245.0,83.84,105.27,1290.4,92875.0,10805.2998046875,38767.109375
